title,bagofwords
Mimic,horror sci-fi guillermodeltoro mirasorvino jeremynortham alexandergoodwin giancarlogiannini horror sci-fi guillermodeltoro mirasorvino jeremynortham alexandergoodwin giancarlogiannini susan tyler genetically created three years ago kill cockroaches carrying virulent disease entomologist dr predator mankind insects insect destroy 
Vegas Vacation,comedy stephenkessler chevychase beverlyd'angelo randyquaid ethanembry comedy stephenkessler chevychase beverlyd'angelo randyquaid ethanembry survive vegas fever fun family vacation vacation franchise las vegas fourth outing griswolds go 
Nothing to Lose,action adventure comedy steveoedekerk martinlawrence timrobbins johnc.mcginley giancarloesposito action adventure comedy steveoedekerk martinlawrence timrobbins johnc.mcginley giancarloesposito twists follow revenge etc reckless driving later gets gas pedal adventures together wife steps nick holdups head gun friends end carjacker burglary boss bed 
Deconstructing Harry,comedy woodyallen woodyallen judydavis julialouis-dreyfus stephanierothhaberle comedy woodyallen woodyallen judydavis julialouis-dreyfus stephanierothhaberle harry block remembers events writing award selling books eagerly awaiting come back block writer suffering scenes real past haunt fictional characters best 
Romy and Michele's High School Reunion,comedy davidmirkin mirasorvino lisakudrow janeanegarofalo alancumming comedy davidmirkin mirasorvino lisakudrow janeanegarofalo alancumming year high school reunion inseparable friends hit two dim elaborate lie witted ten road order lives impress concoct classmates 
Beverly Hills Ninja,action comedy dennisdugan chrisfarley nicollettesheridan robinshou nathanielparker action comedy dennisdugan chrisfarley nicollettesheridan robinshou nathanielparker man tries little help half brother woman rescue 
In & Out,comedy romance frankoz kevinkline joancusack tomselleck mattdillon comedy romance frankoz kevinkline joancusack tomselleck mattdillon midwestern teacher questions former student makes academy awards sexuality comment 
Midnight in the Garden of Good and Evil,crime drama mystery clinteastwood johncusack kevinspacey jackthompson irmap.hall crime drama mystery clinteastwood johncusack kevinspacey jackthompson irmap.hall assignment suddenly revolves around visiting city reporter murder trial local millionaire befriends 
Orgazmo,comedy treyparker treyparker dianbachar robynlynneraab michaeldeanjacobs comedy treyparker treyparker dianbachar robynlynneraab michaeldeanjacobs naive young mormon joe young porn movies recruited act 
A Life Less Ordinary,comedy crime fantasy dannyboyle camerondiaz ewanmcgregor hollyhunter delroylindo comedy crime fantasy dannyboyle camerondiaz ewanmcgregor hollyhunter delroylindo desperate guy kidnaps two angels former boss upon sent possible love fired earth daughter check case 
Private Parts,biography comedy drama bettythomas howardstern marymccormack robinquivers frednorris biography comedy drama bettythomas howardstern marymccormack robinquivers frednorris tv personality radio rebel movie star howard stern autobiographical story author also 
Spice World,comedy family music bobspiers melb emmabunton melaniec gerihorner comedy family music bobspiers melb emmabunton melaniec gerihorner spice girls zip around london luxurious double decker tour bus world famous pop group various adventures performing fans 
Fools Rush In,comedy drama romance andytennant matthewperry salmahayek jontenney carlosgómez comedy drama romance andytennant matthewperry salmahayek jontenney carlosgómez marriage comes compromise one night stand isabel realizes get married cultural traditions one pregnant however decide along alex 
Gummo,comedy drama harmonykorine nicksutton jacobsewell laratosh jacobreynolds comedy drama harmonykorine nicksutton jacobsewell laratosh jacobreynolds stricken ohio town wander deserted landscape trying nihilistic lives lonely residents tornado fulfill boring 
The Sweet Hereafter,drama atomegoyan ianholm sarahpolley caerthanbanks tommccamus drama atomegoyan ianholm sarahpolley caerthanbanks tommccamus small town brings bus crash town seems lawyer families everything discovers defend 
Double Team,action comedy sci-fi harktsui jean-claudevandamme dennisrodman mickeyrourke paulfreeman action comedy sci-fi harktsui jean-claudevandamme dennisrodman mickeyrourke paulfreeman international spy teams penal colony arms dealer terrorist rescue family escape 
The Man Who Knew Too Little,comedy crime drama jonamiel billmurray joannewhalley petergallagher richardwilson comedy crime drama jonamiel billmurray joannewhalley petergallagher richardwilson assassinate international leaders wallace ritchie must stop spy plot mistaken banquet 
Murder at 1600,action crime drama dwighth.little wesleysnipes dianelane danielbenzali dennismiller action crime drama dwighth.little wesleysnipes dianelane danielbenzali dennismiller secret service works homicide detective regis diane lane ). assigned agent chance young woman white house wesley snipes eventually cooperates murdered man investigates framed 
Knockin' on Heaven's Door,action crime comedy thomasjahn tilschweiger janjosefliefers thierryvanwerveke moritzbleibtreu action crime comedy thomasjahn tilschweiger janjosefliefers thierryvanwerveke moritzbleibtreu two terminally ill patients escape rush towards steal sea hospital car 
Money Talks,action comedy crime brettratner charliesheen christucker heatherlocklear eliseneal action comedy crime brettratner charliesheen christucker heatherlocklear eliseneal time huckster makes tv newsman sought small protection police deal criminals 
Good Burger,comedy family brianrobbins kelmitchell kenanthompson sinbad abevigoda comedy family brianrobbins kelmitchell kenanthompson sinbad abevigoda brand new burger restaurant across old burger joint new coworker try witted teenager work street save put planning opening failing dim business 
Kundun,biography drama history martinscorsese tenzinthuthobtsarong gyurmetethong tulkujamyangkungatenzin tenzinyeshipaichang biography drama history martinscorsese tenzinthuthobtsarong gyurmetethong tulkujamyangkungatenzin tenzinyeshipaichang fourteenth dalai lama deals chinese oppression tibet problems childhood adulthood 
Suicide Kings,comedy crime drama petero'fallon christopherwalken denisleary seanpatrickflanery markwatson comedy crime drama petero'fallon christopherwalken denisleary seanpatrickflanery markwatson respected mafia figure youngsters kidnap group 
Metro,action comedy crime thomascarter eddiemurphy michaelrapaport kimmiyori artevans action comedy crime thomascarter eddiemurphy michaelrapaport kimmiyori artevans hostage negotiator teams dangerous jewel thief sharpshooter bring 
Selena,biography drama music gregorynava jenniferlopez edwardjamesolmos jonseda jackieguerra biography drama music gregorynava jenniferlopez edwardjamesolmos jonseda jackieguerra latin music charts chart topping albums born tejano singer true story cult status well texas selena rose performing astrodome 
Mr. Nice Guy,action adventure comedy sammokam-bohung jackiechan richardnorton mikilee karenmclymont action adventure comedy sammokam-bohung jackiechan richardnorton mikilee karenmclymont chinese chef accidentally gets involved went awry video tape news reporter drug bust trying get gangs filmed chased 
The Relic,horror mystery sci-fi peterhyams penelopeannmiller tomsizemore lindahunt jameswhitmore horror mystery sci-fi peterhyams penelopeannmiller tomsizemore lindahunt jameswhitmore south american lizard people eating rampage like god homicide detective chicago museum anthropologist try destroy 
Addicted to Love,comedy romance griffindunne megryan matthewbroderick kellypreston tchékykaryo comedy romance griffindunne megryan matthewbroderick kellypreston tchékykaryo lost love back work together happy couple former partners wants revenge love wants sam maggie break 
An American Werewolf in Paris,comedy fantasy horror anthonywaller tomeverettscott juliedelpy vincevieluf philbuckman comedy fantasy horror anthonywaller tomeverettscott juliedelpy vincevieluf philbuckman american man unwittingly gets involved serum allowing french werewolves transform developed 
Fierce Creatures,comedy fredschepisi robertyoung johncleese jamieleecurtis kevinkline michaelpalin comedy fredschepisi robertyoung johncleese jamieleecurtis kevinkline michaelpalin zookeepers struggle changing directors policies deal 
Jungle 2 Jungle,comedy family johnpasquin timallen martinshort jobethwilliams lolitadavidovich comedy family johnpasquin timallen martinshort jobethwilliams lolitadavidovich new york city old son man learns life upside year turning thirteen raised process jungle brings boy 
One Eight Seven,drama thriller kevinreynolds samuell.jackson johnheard kellyrowan cliftoncollinsjr. drama thriller kevinreynolds samuell.jackson johnheard kellyrowan cliftoncollinsjr. substitute teacher come full high school teacher stabbed 9 times victim anymore 15 months working work time student refuses nyc mr la garfield 
The Spanish Prisoner,drama mystery thriller davidmamet stevemartin bengazzara campbellscott rickyjay drama mystery thriller davidmamet stevemartin bengazzara campbellscott rickyjay lucrative secret process tempted employee corporation betray 
Wishmaster,fantasy horror robertkurtzman tammylauren andrewdivoff angusscrimm aribarak fantasy horror robertkurtzman tammylauren andrewdivoff angusscrimm aribarak owner three wishes demonic djinn attempts summon grant earth brethren allow 
The Opposite of Sex,comedy drama romance donroos christinaricci martindonovan lisakudrow lylelovett comedy drama romance donroos christinaricci martindonovan lisakudrow lylelovett thus wreaking havoc old girl visits gay half year seducing lives ends brother boyfriend 16 
